gene	cnv_id	KMS11_CNV	MM1S_CNV	RPMI_CNV
SAMD11	1:869523:870283	1.41078	1.97304	2.26438
SAP130	2:128518170:129639960	1.64576	2	2.07046
SAP30L	5:153450434:155308479	1.67562	2.0197	1.89708
SAR1B	5:133706803:133990908	1.67765	1.99301	1.94425
SAT2	17:7340887:7539414	1.31731	1.91588	1.7873
SBF1P1	8:55433212:57078177	1.64993	2.11491	1.78276
SCAP	3:46850415:47487754	1.66493	2.01049	2.07878
SCARA3	8:27001430:27637303	1.69724	1.93141	1.78805
SCARA5	8:27684902:28098308	1.69724	1.99513	1.78805
SCARF1	17:1368790:1551489	1.69103	1.95441	1.7951
SCGB3A1	5:178840002:180560627	1.68912	1.9784	1.90759
SCGB3A2	5:146757872:147270646	1.6768	2.15723	1.94207
SCN10A	3:38277483:39908110	1.66493	2.05372	2.06214
SCN11A	3:38277483:39908110	1.66493	2.05372	2.06214
SCN5A	3:38277483:39908110	1.66493	2.05372	2.06214
SCO1	17:10240798:10616757	1.64144	1.95617	1.73472
SCRIB	8:144754082:145550053	1.67689	2.15665	2.05929
SCTR	2:118863131:120622975	1.63996	1.97842	2.05722
SCUBE1	22:43675339:43677990	1.30725	1.93624	2.03565
SCXA	8:144754082:145550053	1.67689	2.15665	2.05929
SCXB	8:144754082:145550053	1.67689	2.15665	2.05929
SDR16C5	8:57118099:58114845	1.63179	2.11491	1.79694
SEC16B	1:177936703:177949931	1.68761	2.0923	2.23726
SEC22C	3:42374907:43196701	1.66493	2.04915	2.05623
SEC24A	5:133706803:133990908	1.67765	1.99301	1.94425
SEMA3G	3:51607294:52968763	1.66753	1.99747	2.06588
SEMA4C	2:95347033:97767092	1.68725	1.96244	2.04621
SEMA4D	9:91978278:91987866	1.4407	2.01668	1.79532
SEMA6A	5:115622131:116220907	1.68008	2.09797	2.21335
SENP3	17:7340887:7539414	1.31731	1.91588	1.7873
SENP3-EIF4A1	17:7340887:7539414	1.31731	1.91588	1.7873
SERBP1	1:67779233:68712852	1.68421	2.07912	1.81763
SERGEF	11:17373978:18098884	1.68944	1.945	1.7965
SERPINF1	17:1554512:1910556	1.69103	1.93341	1.7951
SERPINF2	17:1554512:1910556	1.69103	1.93341	1.7951
SETD2	3:46850415:47487754	1.66493	2.01049	2.07878
SETMAR	3:3483773:4994260	1.65203	2.06624	2.06499
SFMBT1	3:51607294:52968763	1.66753	1.99747	2.06588
SFXN1	5:174132091:175495812	1.69766	2.0476	1.89871
SGIP1	1:66746482:67250602	1.68421	2.16732	1.81763
SGK1	6:134586296:134596804	0.074412	2.18204	1.83
SGSM2	17:2262139:2271727	1.34322	1.95234	1.79799
SGSM2	17:1914222:2262139	1.68544	1.95234	1.79799
SH3BP5	3:14296571:15708124	1.68739	2.07287	2.08622
SH3GLB1	1:87122399:88231174	1.67596	2.08417	1.79956
SH3PXD2B	5:170620625:172971287	1.67686	1.96075	1.89871
SH3RF2	5:143542885:145638518	1.69213	2.15723	1.94207
SH3RF3	2:109763249:109769052	1.293	2.08047	2.09757
SH3RF3	2:108282388:109763249	1.68933	2.08047	2.09757
SH3TC2	5:147792151:148865536	1.6768	2.04983	1.89708
SH3YL1	2:15672:382933	1.68206	2.05421	2.04422
SHARPIN	8:144754082:145550053	1.67689	2.15665	2.05929
SHBG	17:7340887:7539414	1.31731	1.91588	1.7873
SHISA5	3:47535626:48696317	1.67564	1.99747	2.03961
SHISA6	17:11036340:11411079	1.60884	2.02409	1.72289
SIGIRR	11:412565:432504	1.54809	1.98615	1.8238
SIGLEC14	19:52133461:52149351	0.078894	1.91221	2.0138
SIGLEC5	19:52133461:52149351	0.078894	1.91221	2.0138
SIL1	5:137412874:138624219	1.69358	2.01947	1.92597
SIN3B	19:16985776:16987771	1.55881	1.9565	2.05171
SIRPA	20:1895672:1928658	1.65399	1.89841	2.03138
SIRPA	20:1580036:1895065	1.64598	1.97759	2.03138
SIRPB1	20:1580036:1895065	1.64598	1.97759	2.03138
SIRPB1	20:1492841:1559876	1.58402	1.97759	2.0475
SIRPD	20:1492841:1559876	1.58402	1.97759	2.0475
SIRPG	20:1580036:1895065	1.64598	1.97759	2.03138
SKINTL	1:48516875:48832827	1.61713	2.00131	2.22472
SLA	8:133876510:134947749	1.67947	2.08611	2.03356
SLBP	4:1526110:1865869	1.67705	2.08115	1.89373
SLC10A7	4:147206937:147208978	1.55521	2.15416	1.81293
SLC12A2	5:127415641:129655698	1.68439	2.26294	1.94425
SLC13A5	17:6538669:6858363	1.24021	1.91588	1.7873
SLC16A11	17:6885357:7041562	1.27732	1.91588	1.7873
SLC16A13	17:6885357:7041562	1.27732	1.91588	1.7873
SLC18A1	8:19974303:20348673	1.66701	1.96745	1.82728
SLC19A3	2:228479806:229030882	1.67227	2.20054	1.79831
SLC20A1	2:113099520:113502283	1.66333	2.01071	2.07995
SLC20A2	8:42193497:43089838	1.69095	2.03669	1.82701
SLC22A13	3:38277483:39908110	1.66493	2.05372	2.06214
SLC22A14	3:38277483:39908110	1.66493	2.05372	2.06214
SLC23A1	5:138668445:139486144	1.69358	1.99076	1.9284
SLC25A11	17:4633013:5044333	1.2158	1.93708	1.79799
SLC25A2	5:140558722:142267353	1.69213	2.00971	1.94207
SLC25A20	3:48721867:48920341	1.66753	1.99747	2.03961
SLC25A26	3:65217449:66469679	1.68135	2.09906	2.08355
SLC25A37	8:23414556:23878728	1.66701	2.12495	1.78131
SLC25A38	3:38277483:39908110	1.66493	2.05372	2.06214
SLC25A46	5:109969303:110902900	1.69046	2.21008	2.28915
SLC25A48	5:135170351:135264095	1.60996	1.92212	1.86668
SLC26A1	4:572655:1047300	1.64352	2.00152	1.83265
SLC26A2	5:148895313:150177109	1.6768	1.99311	1.89708
SLC26A6	3:47535626:48696317	1.67564	1.99747	2.03961
SLC27A6	5:127415641:129655698	1.68439	2.26294	1.94425
SLC2A4	17:7082224:7336565	1.26521	1.91588	1.7873
SLC2A9	4:9925200:9927525	1.35915	1.94963	1.71513
SLC34A1	5:176548393:177233989	1.67425	1.9784	1.88754
SLC35A4	5:139920049:140083166	1.69358	1.93456	1.9284
SLC35C1	11:45434889:46023558	1.66024	1.99414	1.80671
SLC35D1	1:67313962:67779233	1.68421	2.28543	1.81763
SLC35F5	2:114264452:114841912	1.69998	2.02783	2.04608
SLC39A13	11:47375476:48347141	1.67603	1.97122	1.82055
SLC39A4	8:145562163:145755043	1.67689	2.10329	2.05929
SLC43A2	17:1368790:1551489	1.69103	1.95441	1.7951
SLC44A5	1:75042346:76344001	1.68585	2.25956	1.82705
SLC45A4	8:140761604:142558690	1.63586	2.05011	1.99732
SLC4A9	5:139511834:139785729	1.69358	2.00003	1.9284
SLC5A7	2:108282388:109763249	1.68933	2.08047	2.09757
SLC5A9	1:48516875:48832827	1.61713	2.00131	2.22472
SLC6A5	11:20532089:21051336	1.68944	2.02982	1.7965
SLC6A6	3:14296571:15708124	1.68739	2.07287	2.08622
SLC6A7	5:148895313:150177109	1.6768	1.99311	1.89708
SLC7A2	8:17358304:17470616	1.66701	2.15928	1.83089
SLC9A2	2:103076388:103334976	1.62656	2.04578	2.09794
SLC9A4	2:103076388:103334976	1.62656	2.04578	2.09794
SLIT2	4:20406311:20417010	1.14216	2.21314	1.78736
SLIT3	5:168170080:168180629	1.28375	1.94646	1.89657
SLIT3	5:168180629:168897137	1.63994	1.94646	1.89657
SLIT3	5:167951658:168170080	1.66882	1.94646	1.89657
SLU7	5:158782556:160382802	1.68278	2.00756	1.86866
SLURP1	8:143740883:143961262	1.59909	2.05011	1.99732
SMAD5	5:135307439:135491754	1.60996	1.95507	1.90462
SMARCC1	3:47535626:48696317	1.67564	1.99747	2.03961
SMG6	17:1914222:2262139	1.68544	1.95234	1.79799
SMPD4	2:130565445:130955094	1.64576	1.98916	2.03595
SMYD4	17:1554512:1910556	1.69103	1.93341	1.7951
SNAPC2	19:7971625:7987917	1.40399	2.20721	2.03521
SNCAIP	5:121645744:124219783	1.68614	2.17124	1.94947
SNCB	5:175627914:176530427	1.67425	1.96064	1.89871
SNHG4	5:137412874:138624219	1.69358	2.01947	1.92597
SNRNP200	2:95347033:97767092	1.68725	1.96244	2.04621
SNTG1	8:50819853:50871135	1.26991	2.22112	1.79865
SNTN	3:63640665:63675291	1.35496	2.09906	2.08355
SNTN	3:63515802:63640665	1.66459	2.09906	2.08355
SNX2	5:121645744:124219783	1.68614	2.17124	1.94947
SNX24	5:121645744:124219783	1.68614	2.17124	1.94947
SORCS2	4:7635287:7638601	0.21821	1.94963	1.80447
SORCS2	4:7442705:7444613	1.19367	1.94963	1.80447
SOX11	2:5374088:5843002	1.69949	2.01245	2.07619
SOX15	17:7340887:7539414	1.31731	1.91588	1.7873
SOX17	8:55225367:55430306	1.67487	2.11491	1.78276
SPACA7	13:113050476:113083296	1.23899	2.04742	1.81302
SPAG7	17:4633013:5044333	1.2158	1.93708	1.79799
SPATA24	5:138668445:139486144	1.69358	1.99076	1.9284
SPATA6	1:48832827:49153418	1.11377	2.00131	2.22472
SPATA6	1:48516875:48832827	1.61713	2.00131	2.22472
SPATC1	8:144754082:145550053	1.67689	2.15665	2.05929
SPCS1	3:51607294:52968763	1.66753	1.99747	2.06588
SPEM1	17:7082224:7336565	1.26521	1.91588	1.7873
SPHKAP	2:228479806:229030882	1.67227	2.20054	1.79831
SPI1	11:47375476:48347141	1.67603	1.97122	1.82055
SPINK1	5:146757872:147270646	1.6768	2.15723	1.94207
SPINK5	5:147279169:147543197	1.6768	2.24862	1.94207
SPINK8	3:47535626:48696317	1.67564	1.99747	2.03961
SPOCK1	5:135522045:136852478	1.60996	2.01824	1.90462
SPON2	4:1090205:1242240	1.67705	2.00236	1.82664
SPOPL	2:137427976:140165739	1.65333	2.17476	2.11981
SPRY4	5:140558722:142267353	1.69213	2.00971	1.94207
SPTY2D1	11:18306159:18717028	1.68944	2.18696	1.7965
SQSTM1	5:178840002:180560627	1.68912	1.9784	1.90759
SRA1	5:139920049:140083166	1.69358	1.93456	1.9284
SRGAP3	3:9022782:9041741	1.26959	2.07422	2.05709
SRGAP3	3:8995966:9022782	1.65773	2.07422	2.05709
SRP19	5:111242232:113090174	1.68008	2.16423	2.21207
SRR	17:1914222:2262139	1.68544	1.95234	1.79799
SS18L2	3:42374907:43196701	1.66493	2.04915	2.05623
ST3GAL1	8:133876510:134947749	1.67947	2.08611	2.03356
ST6GALNAC3	1:76384801:77109734	1.68585	2.14357	1.82705
ST6GALNAC5	1:77124359:77554118	1.68585	2.08675	1.79774
ST8SIA2	15:92967189:92980115	1.38416	2.00571	2.21622
STAB1	3:51607294:52968763	1.66753	1.99747	2.06588
STARD4	5:109969303:110902900	1.69046	2.21008	2.28915
STARD7	2:95347033:97767092	1.68725	1.96244	2.04621
STC1	8:23414556:23878728	1.66701	2.12495	1.78131
STC2	5:170620625:172971287	1.67686	1.96075	1.89871
STEAP3	2:118863131:120622975	1.63996	1.97842	2.05722
STK10	5:170620625:172971287	1.67686	1.96075	1.89871
STK32A	5:146726105:146757872	1.23078	2.15723	1.94207
STK32A	5:146757872:147270646	1.6768	2.15723	1.94207
STMN4	8:27001430:27637303	1.69724	1.93141	1.78805
STT3B	3:30640832:32097463	1.64525	2.1995	2.14328
SUCLG2	3:66995632:68635435	1.68135	2.16587	2.08355
SULT1A1	16:28613736:28626242	1.61443	1.92048	2.14493
SULT1C2	2:108282388:109763249	1.68933	2.08047	2.09757
SULT1C2P1	2:108282388:109763249	1.68933	2.08047	2.09757
SULT1C3	2:108282388:109763249	1.68933	2.08047	2.09757
SULT1C4	2:108282388:109763249	1.68933	2.08047	2.09757
SUMF1	3:3483773:4994260	1.65203	2.06624	2.06499
SYN2	3:11988845:12290841	1.68843	2.08469	2.07417
SYNM	15:99655741:99657435	1.59144	2.0416	2.24942
SYNPO	5:148895313:150177109	1.6768	1.99311	1.89708
SYNPR	3:63509653:63515802	1.66459	2.09906	1.70124
SYNPR	3:63515802:63640665	1.66459	2.09906	2.08355
SYNPR	3:63068047:63509653	1.66459	2.09906	2.08888
SYT13	11:45107104:45429891	1.66095	1.99414	1.80671
SYT9	11:7280825:7652199	1.68892	2.08531	1.76349
TACC1	8:38466185:38857139	1.65263	2.00175	1.84392
TACC3	4:1526110:1865869	1.67705	2.08115	1.89373
TACSTD2	1:59004244:59116547	1.67249	1.9815	2.2264
TAF7	5:140558722:142267353	1.69213	2.00971	1.94207
TAS2R20	12:11150147:11162344	1.38585	2.28858	2.11457
TBC1D8	2:101009945:101892632	1.65462	1.97273	2.07677
TBC1D9B	5:178840002:180560627	1.68912	1.9784	1.90759
TCEA1	8:54125263:55210088	1.66839	2.11491	1.78276
TCF3	19:1627819:1628733	1.58973	2.17119	2.09703
TCOF1	5:148895313:150177109	1.6768	1.99311	1.89708
TCTEX1D1	1:66746482:67250602	1.68421	2.16732	1.81763
TDRD12	19:33210687:33236908	1.55967	2.00596	1.78843
TEAD1	11:12403064:13124534	1.68944	2.06608	1.81756
TECPR1	7:97852740:97859997	1.65731	2.00672	2.25242
TEKT1	17:6538669:6858363	1.24021	1.91588	1.7873
TEKT4	2:95347033:97767092	1.68725	1.96244	2.04621
TELO2	16:1536517:1544874	1.15204	2.00667	2.24094
TEX264	3:51607294:52968763	1.66753	1.99747	2.06588
TFCP2L1	2:121798392:122056458	1.63996	1.9136	2.08754
TG	8:133876510:134947749	1.67947	2.08611	2.03356
TGFBI	5:135307439:135491754	1.60996	1.95507	1.90462
TGFBR2	3:30640832:32097463	1.64525	2.1995	2.14328
TGFBRAP1	2:104934246:106881954	1.68099	2.05907	2.09794
TGS1	8:55433212:57078177	1.64993	2.11491	1.78276
THAP1	8:42193497:43089838	1.69095	2.03669	1.82701
THOC3	5:174132091:175495812	1.69766	2.0476	1.89871
THOC7	3:63675291:65187405	1.67313	2.09906	2.08355
THSD7B	2:137427976:140165739	1.65333	2.17476	2.11981
TICAM2	5:114888122:115120421	1.68008	2.17203	2.29997
TIFAB	5:134068699:135087461	1.67765	1.98113	1.94425
TIGD6	5:148895313:150177109	1.6768	1.99311	1.89708
TIMP4	3:11988845:12290841	1.68843	2.08469	2.07417
TLCD2	17:1554512:1910556	1.69103	1.93341	1.7951
TLR9	3:51607294:52968763	1.66753	1.99747	2.06588
TLX3	5:170620625:172971287	1.67686	1.96075	1.89871
TM2D2	8:38466185:38857139	1.65263	2.00175	1.84392
TM4SF20	2:228178302:228474049	1.67227	2.20054	1.81942
TM4SF5	17:4633013:5044333	1.2158	1.93708	1.79799
TMCO6	5:139920049:140083166	1.69358	1.93456	1.9284
TMED10P1	8:145757305:146293415	1.67689	2.05529	2.05929
TMED11P	4:1090205:1242240	1.67705	2.00236	1.82664
TMED7	5:114888122:115120421	1.68008	2.17203	2.29997
TMED7-TICAM2	5:114888122:115120421	1.68008	2.17203	2.29997
TMED9	5:176548393:177233989	1.67425	1.9784	1.88754
TMEM102	17:7336565:7340887	0.087208	1.91588	1.7873
TMEM102	17:7340887:7539414	1.31731	1.91588	1.7873
TMEM105	17:79278913:79287071	1.41909	1.97185	2.05938
TMEM107	17:8072709:8108335	1.53345	1.94168	1.7873
TMEM110	3:51607294:52968763	1.66753	1.99747	2.06588
TMEM110-MUSTN1	3:51607294:52968763	1.66753	1.99747	2.06588
TMEM127	2:95347033:97767092	1.68725	1.96244	2.04621
TMEM129	4:1526110:1865869	1.67705	2.08115	1.89373
TMEM131	2:98156083:101009015	1.65462	2.05963	2.07677
TMEM163	2:135071015:136658373	1.65333	2.08584	2.07442
TMEM173	5:138668445:139486144	1.69358	1.99076	1.9284
TMEM175	4:572655:1047300	1.64352	2.00152	1.83265
TMEM177	2:118863131:120622975	1.63996	1.97842	2.05722
TMEM182	2:103377084:104934246	1.68099	2.2215	2.09794
TMEM185B	2:120914585:121797376	1.63996	1.90279	2.0445
TMEM220	17:10240798:10616757	1.64144	1.95617	1.73472
TMEM232	5:109969303:110902900	1.69046	2.21008	2.28915
TMEM232	5:109486471:109806887	1.69046	2.27752	2.28915
TMEM37	2:118863131:120622975	1.63996	1.97842	2.05722
TMEM40	3:12577120:13141194	1.68843	2.07805	2.07417
TMEM41B	11:9290536:9311150	1.68892	2.1881	1.77169
TMEM41B	11:9323689:9326619	0.99833	2.1881	2.23659
TMEM43	3:14178112:14180987	0.865936	2.07287	2.0475
TMEM43	3:14180987:14290360	1.68739	2.07287	2.0475
TMEM43	3:13325280:14178112	1.68843	2.07287	2.0475
TMEM61	1:55383788:55851391	1.61977	1.98051	2.22108
TMEM68	8:55433212:57078177	1.64993	2.11491	1.78276
TMEM71	8:133352785:133783098	1.67947	2.12568	2.03356
TMEM87B	2:112634675:112856903	1.2484	2.08047	2.09757
TMEM88	17:7582226:7776934	1.2649	1.91588	1.7873
TMEM89	3:47535626:48696317	1.67564	1.99747	2.03961
TMEM95	17:7082224:7336565	1.26521	1.91588	1.7873
TNFSF12	17:7340887:7539414	1.31731	1.91588	1.7873
TNFSF12-TNFSF13	17:7340887:7539414	1.31731	1.91588	1.7873
TNFSF13	17:7340887:7539414	1.31731	1.91588	1.7873
TNIP1	5:150283167:150463256	1.65572	1.94467	1.89708
TNK1	17:7082224:7336565	1.26521	1.91588	1.7873
TNNC1	3:51607294:52968763	1.66753	1.99747	2.06588
TNNI3K	1:73998428:75036011	1.68585	2.29694	1.82705
TOLLIP	11:1317267:1341515	1.30366	1.97784	1.78353
TONSL	8:145562163:145755043	1.67689	2.10329	2.05929
TOP1MT	8:144293611:144629387	1.66603	2.05011	2.04731
TP53	17:7555750:7582226	0.051496	1.91588	1.7873
TP53	17:7582226:7776934	1.2649	1.91588	1.7873
TPH1	11:17373978:18098884	1.68944	1.945	1.7965
TPO	2:1537034:1539604	0.952784	1.97873	2.03548
TPO	2:1527412:1537034	1.30865	1.97873	2.03548
TPRXL	3:13325280:14178112	1.68843	2.07287	2.0475
TRAK1	3:41837916:42358555	1.66493	2.12696	2.0945
TRAPPC1	17:7796391:8051664	1.2649	1.94168	1.7873
TRAPPC6A	19:45679340:45681949	1.56499	1.92752	1.79333
TRAPPC9	8:140761604:142558690	1.63586	2.05011	1.99732
TRAPPC9	8:140259159:140759702	1.63586	2.05011	2.00392
TREX1	3:47535626:48696317	1.67564	1.99747	2.03961
TRIM16	17:15511347:15602676	1.62746	2.0206	1.91757
TRIM35	8:27001430:27637303	1.69724	1.93141	1.78805
TRIM41	5:180569924:180674985	1.55195	1.89884	1.90759
TRIM43	2:95347033:97767092	1.68725	1.96244	2.04621
TRIM43B	2:95347033:97767092	1.68725	1.96244	2.04621
TRIM7	5:180569924:180674985	1.55195	1.89884	1.90759
TRPC7	5:135522045:136852478	1.60996	2.01824	1.90462
TSEN2	3:12461978:12531739	1.68843	1.9845	2.07417
TSG101	11:18306159:18717028	1.68944	2.18696	1.7965
TSGA10	2:98156083:101009015	1.65462	2.05963	2.07677
TSLP	5:109969303:110902900	1.69046	2.21008	2.28915
TSNARE1	8:142896616:143720546	1.5868	2.05011	1.99732
TSPAN17	5:175627914:176530427	1.67425	1.96064	1.89871
TSPAN9	12:3306945:3307720	1.33707	1.9312	2.05473
TSR1	17:1914222:2262139	1.68544	1.95234	1.79799
TSSC1	2:2916755:4137068	1.69949	1.97796	2.07619
TSSK1B	5:111242232:113090174	1.68008	2.16423	2.21207
TSTA3	8:144685891:144744191	1.67689	2.15665	2.10879
TTC1	5:158782556:160382802	1.68278	2.00756	1.86866
TTC19	17:15794163:15938468	1.62746	2.02119	1.82915
TTC21A	3:38277483:39908110	1.66493	2.05372	2.06214
TTC22	1:55182425:55383788	1.13539	1.98051	2.22108
TTC39A	1:51564451:52254638	1.20387	2.11592	2.22512
TTC4	1:55182425:55383788	1.13539	1.98051	2.22108
TTC4	1:55164343:55182425	1.46143	1.98051	2.22108
TTL	2:113099520:113502283	1.66333	2.01071	2.07995
TUBA3D	2:131641066:132482231	1.68655	2.02338	2.1097
TUBA3E	2:130955094:130958416	1.06506	1.98916	2.03595
TUBA3E	2:130565445:130955094	1.64576	1.98916	2.03595
TUSC3	8:15615963:15718153	1.66701	2.15874	1.80587
TWF2	3:51607294:52968763	1.66753	1.99747	2.06588
TXNDC15	5:134068699:135087461	1.67765	1.98113	1.94425
TXNDC17	17:6538669:6858363	1.24021	1.91588	1.7873
TXNDC9	2:98156083:101009015	1.65462	2.05963	2.07677
TYW3	1:75042346:76344001	1.68585	2.25956	1.82705
UBE2B	5:133706803:133990908	1.67765	1.99301	1.94425
UBE2D2	5:138668445:139486144	1.69358	1.99076	1.9284
UBL3	13:30338337:30374156	1.67158	1.90303	1.79579
UBLCP1	5:158676098:158691372	1.68278	2.03478	1.89825
UBTD2	5:170620625:172971287	1.67686	1.96075	1.89871
UBXN2B	8:58137042:59438763	1.63179	2.16691	1.79694
UBXN4	2:135071015:136658373	1.65333	2.08584	2.07442
UCN2	3:47535626:48696317	1.67564	1.99747	2.03961
UEVLD	11:18306159:18717028	1.68944	2.18696	1.7965
UGGT1	2:128518170:129639960	1.64576	2	2.07046
UIMC1	5:175627914:176530427	1.67425	1.96064	1.89871
ULK4	3:41837916:42358555	1.66493	2.12696	2.0945
UNC50	2:98156083:101009015	1.65462	2.05963	2.07677
UNC5A	5:175627914:176530427	1.67425	1.96064	1.89871
UNKL	16:1423065:1424012	1.06676	2.00667	2.24094
UPK3B	7:76144812:76147007	0.661361	1.9712	2.1586
UPK3B	7:76147007:76149389	1.44004	1.9712	2.1586
UQCRC1	3:47535626:48696317	1.67564	1.99747	2.03961
UROC1	3:126232398:126235622	1.45054	2.013	2.09133
USH1C	11:17373978:18098884	1.68944	1.945	1.7965
USP17L2	8:11985731:12000355	0.859078	1.98006	1.78087
USP24	1:55383788:55851391	1.61977	1.98051	2.22108
USP47	11:11976659:12316237	1.68944	1.94344	1.81756
USP47	11:11725303:11895980	1.68944	2.14609	1.81756
USP6	17:4633013:5044333	1.2158	1.93708	1.79799
UXS1	2:104934246:106881954	1.68099	2.05907	2.09794
VAMP2	17:8051664:8072709	1.0054	1.94168	1.7873
VANGL1	1:116228915:116232091	1.21758	1.9997	1.78907
VDAC3	8:42193497:43089838	1.69095	2.03669	1.82701
VGLL4	3:11646996:11979695	1.69423	2.12742	2.09736
VILL	3:37454107:38176720	1.65745	2.04981	2.03965
VIPR1	3:42374907:43196701	1.66493	2.04915	2.05623
VMO1	17:4633013:5044333	1.2158	1.93708	1.79799
VPS16	20:2680955:3020321	1.65399	1.97711	2.07419
VPS28	8:145562163:145755043	1.67689	2.10329	2.05929
VPS53	17:530213:547947	1.47823	2.10986	1.83787
VPS53	17:432427:476134	1.37371	1.96752	1.86671
VSIG8	1:159819758:159833426	1.59536	2.14567	2.16389
VTRNA2-1	5:135307439:135491754	1.60996	1.95507	1.90462
VWA3B	2:98156083:101009015	1.65462	2.05963	2.07677
WASF3	13:26968680:27250359	1.65232	2.00633	1.79579
WASH2P	2:114264452:114841912	1.69998	2.02783	2.04608
WDR33	2:128518170:129639960	1.64576	2	2.07046
WDR36	5:109969303:110902900	1.69046	2.21008	2.28915
WDR48	3:38277483:39908110	1.66493	2.05372	2.06214
WDR55	5:139920049:140083166	1.69358	1.93456	1.9284
WDR78	1:67313962:67779233	1.68421	2.28543	1.81763
WDR81	17:1554512:1910556	1.69103	1.93341	1.7951
WDR82	3:51607294:52968763	1.66753	1.99747	2.06588
WHSC1L1	8:38238449:38447984	1.65263	2.00175	1.79175
WISP1	8:133876510:134947749	1.67947	2.08611	2.03356
WLS	1:67779233:68712852	1.68421	2.07912	1.81763
WNT7A	3:13325280:14178112	1.68843	2.07287	2.0475
WNT8A	5:137412874:138624219	1.69358	2.01947	1.92597
WRAP53	17:7582226:7776934	1.2649	1.91588	1.7873
WWC1	5:167114875:167922884	1.66882	2.00014	1.89657
XAF1	17:6538669:6858363	1.24021	1.91588	1.7873
XIRP1	3:38277483:39908110	1.66493	2.05372	2.06214
XKR4	8:55433212:57078177	1.64993	2.11491	1.78276
XKR5	8:6160277:6825278	1.62172	1.98116	1.75648
XPC	3:14180987:14290360	1.68739	2.07287	2.0475
XRN2	20:21026954:21286611	1.67314	2.03029	2.0683
XRN2	20:21295169:21762938	1.64312	2.03377	2.0683
XYLB	3:38277483:39908110	1.66493	2.05372	2.06214
YBX2	17:7082224:7336565	1.26521	1.91588	1.7873
YIPF5	5:143542885:145638518	1.69213	2.15723	1.94207
YTHDC2	5:111242232:113090174	1.68008	2.16423	2.21207
ZAP70	2:98156083:101009015	1.65462	2.05963	2.07677
ZBTB4	17:7340887:7539414	1.31731	1.91588	1.7873
ZBTB47	3:42374907:43196701	1.66493	2.04915	2.05623
ZC3H3	8:144293611:144629387	1.66603	2.05011	2.04731
ZC3H6	2:112890776:113041953	1.18521	2.10071	2.0516
ZC3H8	2:112890776:113041953	1.18521	2.10071	2.0516
ZEB2	2:144110054:146718498	1.63594	2.20482	2.14504
ZFAT	8:134985581:135792469	1.67947	2.10798	2.03356
ZFAT-AS1	8:134985581:135792469	1.67947	2.10798	2.03356
ZFHX4	8:77772041:77808356	1.19724	2.29229	1.78997
ZFHX4	8:76637878:77772041	1.65704	2.29229	1.78997
ZFP2	5:178260527:178827384	1.60403	1.9784	1.8895
ZFP3	17:4633013:5044333	1.2158	1.93708	1.79799
ZFP41	8:144293611:144629387	1.66603	2.05011	2.04731
ZFP62	5:178840002:180560627	1.68912	1.9784	1.90759
ZFYVE20	3:14296571:15708124	1.68739	2.07287	2.08622
ZMAT2	5:139920049:140083166	1.69358	1.93456	1.9284
ZMYND15	17:4633013:5044333	1.2158	1.93708	1.79799
ZNF141	4:11525:559937	1.64352	2.03796	1.83265
ZNF16	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF2	2:95347033:97767092	1.68725	1.96244	2.04621
ZNF232	17:4633013:5044333	1.2158	1.93708	1.79799
ZNF250	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF251	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF300	5:150283167:150463256	1.65572	1.94467	1.89708
ZNF300P1	5:150283167:150463256	1.65572	1.94467	1.89708
ZNF326	1:89501879:90466617	1.67596	2.1138	1.80887
ZNF34	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF346	5:175627914:176530427	1.67425	1.96064	1.89871
ZNF354A	5:178125947:178259240	1.661	1.9784	1.8895
ZNF354B	5:178260527:178827384	1.60403	1.9784	1.8895
ZNF354C	5:178260527:178827384	1.60403	1.9784	1.8895
ZNF395	8:28126579:28387841	1.69681	1.99513	1.78805
ZNF408	11:46722521:46732728	1.09852	1.96974	2.22346
ZNF408	11:46606351:46722521	1.68501	1.96974	2.22346
ZNF454	5:178260527:178827384	1.60403	1.9784	1.8895
ZNF514	2:95347033:97767092	1.68725	1.96244	2.04621
ZNF517	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF589	3:47535626:48696317	1.67564	1.99747	2.03961
ZNF595	4:11525:559937	1.64352	2.03796	1.83265
ZNF596	8:169867:232533	1.60825	1.94204	1.88191
ZNF608	5:121645744:124219783	1.68614	2.17124	1.94947
ZNF623	8:144685891:144744191	1.67689	2.15665	2.10879
ZNF644	1:90495783:91849001	1.67596	2.1189	1.80887
ZNF662	3:42374907:43196701	1.66493	2.04915	2.05623
ZNF696	8:144293611:144629387	1.66603	2.05011	2.04731
ZNF7	8:145757305:146293415	1.67689	2.05529	2.05929
ZNF707	8:144754082:145550053	1.67689	2.15665	2.05929
ZNF718	4:11525:559937	1.64352	2.03796	1.83265
ZNF721	4:11525:559937	1.64352	2.03796	1.83265
ZNF732	4:11525:559937	1.64352	2.03796	1.83265
ZNF833P	19:11780793:11785401	1.27903	1.97248	2.05042
ZNF860	3:30640832:32097463	1.64525	2.1995	2.14328
ZNF876P	4:11525:559937	1.64352	2.03796	1.83265
